,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
5,1575,1739,1645,1448,1359,1280,1167,1011,981,802,548,168,168,0,0,0,0,0
1,3210,3210,3252,3353,3393,3482,3511,3605,3740,3760,3733,3737,3769,3759,3759,3766,4100,4100
2,243,42,105,48,94,31,94,94,280,20,67,196,55,10,1,210,0,0
3,56,155,60,72,2,33,30,281,80,320,300,167,73,21,36,124,0,0
4,388,232,243,245,280,278,315,120,0,0,0,0,203,310,304,0,0,0
5,203,461,440,382,331,276,150,0,0,0,0,0,0,0,0,0,0,0
1,3520,3520,3820,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000
2,270,270,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,210,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2646,2646,2897,2971,2957,2952,2958,2995,3012,3012,3111,3181,3230,3300,3300,3300,3300,3300
2,105,205,110,22,31,18,37,55,38,99,70,49,70,0,0,0,0,0
3,108,46,19,25,13,58,108,166,173,112,112,70,0,0,0,0,0,0
4,294,210,88,123,222,244,197,84,77,77,7,0,0,0,0,0,0,0
5,147,193,186,159,77,28,0,0,0,0,0,0,0,0,0,0,0,0
1,3413,3413,3602,3713,3798,3880,3948,4062,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100
2,222,112,111,85,63,68,114,38,0,0,0,0,0,0,0,0,0,0
3,84,187,85,33,30,0,38,0,0,0,0,0,0,0,0,0,0,0
4,343,268,245,250,209,152,0,0,0,0,0,0,0,0,0,0,0,0
5,38,120,57,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3400,3400,3400,3400,3400,3400,3400,3400,3400,3400,3400,3400,3400,3400,3400,3400,3400,3400
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3345,3345,3564,3667,3709,3691,3680,3677,3641,3641,3709,3793,3982,4185,4828,6735,8700,8700
2,101,217,85,31,11,2,20,9,28,67,76,161,206,646,1907,1965,0,0
3,203,73,86,89,75,155,298,376,201,145,204,510,1129,1779,1797,0,0,0
4,386,177,196,440,560,528,436,437,623,843,1240,2749,2985,2090,168,0,0,0
5,4665,4888,4769,4473,4345,4324,4266,4201,4207,4004,3471,1487,398,0,0,0,0,0
1,2970,2970,3230,3254,3374,3483,3510,3656,3540,3540,3771,4026,4474,4975,6765,8521,9591,9591
2,61,163,24,108,1,26,140,22,138,231,255,448,501,1790,1756,1070,0,0
3,131,116,11,12,108,106,276,562,591,498,606,1263,2611,1863,1070,0,0,0
4,487,250,344,372,611,1334,1620,1649,1620,1361,2740,2591,1684,963,0,0,0,0
5,5942,6092,5982,5845,5497,4642,4045,3702,3702,3961,2219,1263,321,0,0,0,0,0
1,3400,3400,3400,3400,3400,3400,3400,3400,3400,3400,3400,3400,3400,3400,3400,3400,3400,3400
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2185,2183,2332,2415,2439,2475,2515,2601,2632,2634,2722,2865,3089,3369,4135,5430,6816,6816
2,35,135,76,11,18,34,82,84,85,88,143,234,290,766,1295,1386,0,0
3,138,20,13,17,18,57,182,446,308,303,346,649,1332,1315,1386,0,0,0
4,191,121,121,269,485,1082,1017,594,690,733,1188,1814,1685,1366,0,0,0,0
5,4267,4357,4274,4104,3856,3168,3020,3091,3101,3058,2417,1254,420,0,0,0,0,0
1,1735,1727,1830,1859,1880,1892,1892,1905,1878,1872,1901,1941,2024,2105,2419,3073,3685,3685
2,76,85,29,11,5,9,27,20,40,35,40,83,81,314,654,612,0,0
3,65,62,11,10,16,42,84,161,98,106,126,300,708,634,504,0,0,0
4,215,76,99,134,222,253,272,240,293,334,699,824,586,632,108,0,0,0
5,1594,1735,1716,1671,1562,1489,1410,1359,1376,1338,919,537,286,0,0,0,0,0
1,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3415,3415,3716,3853,3851,3850,3850,3856,3853,3853,3995,4141,4426,4854,6108,7230,11550,11550
2,34,300,139,3,4,2,7,4,7,142,146,285,428,1254,1122,4320,0,0
3,273,6,4,2,6,15,149,290,428,293,431,1394,1685,1257,3645,0,0,0
4,503,297,155,159,291,561,1103,1372,1238,1530,1820,1680,3391,4185,675,0,0,0
5,7325,7532,7536,7533,7398,7122,6441,6028,6024,5732,5158,4050,1620,0,0,0,0,0
1,2441,2441,2671,2674,2759,2760,2762,2854,2854,2854,2954,3241,3537,3908,5186,6739,8239,8239
2,46,228,8,89,3,4,93,92,92,100,287,296,371,1278,1553,1500,0,0
3,186,7,90,4,7,97,280,470,493,485,477,834,1878,1466,1500,0,0,0
4,251,204,110,284,553,677,774,771,748,849,1892,2090,1514,1587,0,0,0,0
5,5315,5359,5360,5188,4917,4701,4330,4052,4052,3951,2629,1778,939,0,0,0,0,0
1,3376,3376,3722,3734,3751,3779,3888,3932,3934,3934,4095,4265,4794,5668,7135,10702,12782,12782
2,80,208,12,11,27,109,44,44,42,161,170,529,874,1467,3567,2080,0,0
3,142,140,9,7,105,45,295,661,577,458,909,1750,2610,3559,2080,0,0,0
4,458,177,166,336,703,1441,1587,1597,1681,1977,2569,4964,4504,2088,0,0,0,0
5,8726,8881,8873,8694,8196,7408,6968,6548,6548,6252,5039,1274,0,0,0,0,0,0
1,4012,4012,4326,4463,4485,4485,4604,4726,4610,4610,4971,5101,5361,5746,8059,9901,10790,10790
2,20,307,138,22,116,119,122,127,243,361,130,260,385,2313,1842,889,0,0
3,294,13,12,118,6,245,370,375,378,260,387,1456,3284,1969,889,0,0,0
4,561,416,389,378,624,632,799,1557,1554,1466,2943,3211,1760,762,0,0,0,0
5,5903,6042,5925,5809,5559,5309,4895,4005,4005,4093,2359,762,0,0,0,0,0,0
1,5081,5081,5649,5796,5940,6026,6129,6317,6310,6310,6577,6923,7311,7513,8380,9214,11284,11284
2,96,493,142,127,21,105,193,164,166,267,346,390,204,867,834,2070,0,0
3,413,79,51,23,98,164,392,653,714,613,473,610,1009,627,2070,0,0,0
4,840,449,417,666,1021,1446,1817,1219,971,797,1059,1084,1725,2277,0,0,0,0
5,4854,5182,5025,4672,4204,3543,2753,2931,3123,3297,2829,2277,1035,0,0,0,0,0
1,2943,2943,3163,3183,3236,3241,3256,3316,3246,3246,3383,3530,3857,4011,4722,5503,8827,8827
2,95,217,22,11,5,15,60,63,133,137,147,327,154,711,781,3324,0,0
3,156,20,16,57,18,97,263,413,369,365,435,500,1228,779,1975,0,0,0
4,429,186,211,379,499,709,657,570,616,584,1111,1253,1009,3326,1349,0,0,0
5,5204,5461,5415,5197,5069,4765,4591,4465,4463,4495,3751,3217,2579,0,0,0,0,0
1,2688,2688,2833,2908,2981,3065,3071,3048,2972,2948,2950,3009,3038,3088,3347,3778,4816,7100
2,45,143,72,28,36,4,15,78,110,67,114,64,61,259,414,900,2284,200
3,183,17,5,54,69,94,322,332,188,195,172,118,260,302,367,138,200,0
4,254,118,149,265,486,921,1076,1026,465,293,362,613,855,747,1382,2484,0,0
5,4130,4334,4241,4045,3728,3216,2816,2816,3565,3797,3702,3496,3086,2904,1790,0,0,0
1,2203,2203,2356,2406,2405,2407,2409,2413,2400,2400,2471,2548,2679,2905,3322,3674,4660,6400
2,73,155,53,1,4,3,7,67,77,71,77,131,226,417,352,986,1740,0
3,131,49,11,12,12,89,140,160,175,185,186,611,653,410,870,1740,0,0
4,458,140,135,179,347,434,482,509,487,602,824,558,754,2668,1856,0,0,0
5,3535,3853,3845,3802,3632,3467,3362,3251,3261,3142,2842,2552,2088,0,0,0,0,0
1,2652,2652,2820,2837,2895,2929,3017,3058,3077,3077,3106,3192,3372,3546,4063,5383,6798,6798
2,22,156,16,20,1,84,41,31,12,29,86,180,174,517,1320,1415,0,0
3,161,17,15,38,95,16,95,190,191,174,247,385,1093,1394,1415,0,0,0
4,215,120,122,224,281,593,772,648,521,584,1107,2370,2159,1341,0,0,0,0
5,3748,3853,3825,3679,3526,3176,2873,2871,2997,2934,2252,671,0,0,0,0,0,0
1,2676,2675,2847,2865,2877,2880,2940,2948,2938,2936,3006,3137,3310,3498,4050,5989,6873,6873
2,36,125,19,60,61,63,11,70,77,73,132,173,188,552,1939,884,0,0
3,115,61,59,19,16,31,157,246,229,231,236,538,927,2057,884,0,0,0
4,578,186,185,240,302,458,499,462,470,671,920,2520,2448,766,0,0,0,0
5,3468,3826,3763,3689,3617,3441,3266,3147,3159,2962,2579,505,0,0,0,0,0,0
1,3535,3535,3760,3880,3957,4039,4043,4123,4112,4112,4277,4458,5027,5618,6128,6884,8396,11000
2,55,219,104,28,81,4,80,84,95,165,181,569,591,510,756,1512,2604,0
3,186,22,19,52,9,92,264,623,757,687,842,1017,1014,924,1260,2604,0,0
4,413,209,228,354,520,780,1014,1070,918,1164,1332,1092,1176,2772,2856,0,0,0
5,6811,7015,6889,6686,6433,6085,5599,5100,5118,4872,4368,3864,3192,1176,0,0,0,0
1,3092,3092,3313,3336,3442,3488,3547,3569,3554,3550,3628,3713,3803,3960,4358,6244,10200,10200
2,80,220,21,28,4,20,21,13,28,86,90,97,163,398,1886,3956,0,0
3,167,20,12,78,42,114,109,276,275,203,202,344,994,1428,996,0,0,0
4,268,134,191,144,327,517,658,474,475,457,934,1670,2120,3628,2960,0,0,0
5,6593,6734,6663,6614,6385,6061,5865,5868,5868,5904,5346,4376,3120,786,0,0,0,0
1,2416,2416,2597,2640,2637,2634,2639,2646,2648,2648,2724,2803,2940,3245,3514,4564,7514,8134
2,31,205,74,21,7,11,7,9,7,76,79,137,305,269,1050,2950,620,0
3,196,15,14,4,19,22,138,315,208,139,246,434,486,1061,2888,620,0,0
4,309,176,128,253,343,552,510,392,499,572,671,1794,2583,3559,682,0,0,0
5,5182,5322,5321,5216,5128,4915,4840,4772,4772,4699,4414,2966,1820,0,0,0,0,0
1,3250,3250,3591,3605,3688,3690,3769,3858,3850,3850,4031,4301,4663,5042,5849,7023,9858,9858
2,206,330,15,82,2,79,89,94,102,181,270,362,379,807,1174,2835,0,0
3,130,12,78,2,12,35,206,470,534,455,627,915,1408,1417,2835,0,0,0
4,677,317,235,336,951,1005,1014,982,954,1193,1522,2126,3128,2592,0,0,0,0
5,5595,5949,5939,5833,5205,5049,4780,4454,4418,4179,3408,2154,280,0,0,0,0,0
1,2889,2889,3111,3192,3191,3250,3252,3333,3313,3313,3411,3618,3968,4354,4858,5429,6615,6798
2,37,216,80,4,62,3,81,25,45,99,208,351,387,504,571,1186,183,0
3,192,12,9,17,25,105,191,418,462,408,487,693,731,596,1064,183,0,0
4,471,211,267,361,450,807,811,770,718,833,971,853,980,1344,305,0,0,0
5,3209,3470,3331,3224,3070,2633,2463,2252,2260,2145,1721,1283,732,0,0,0,0,0
1,2372,2372,2445,2467,2523,2582,2612,2643,2627,2594,2593,2612,2703,2834,3003,3318,4283,5500
2,33,76,24,24,11,21,25,28,39,66,57,109,137,169,301,907,1085,0
3,97,15,4,35,79,60,101,154,140,132,170,295,174,17,24,306,132,0
4,244,95,135,161,349,373,362,313,318,465,443,227,309,606,1407,969,0,0
5,2754,2942,2892,2813,2538,2464,2400,2362,2376,2243,2237,2257,2177,1874,765,0,0,0
1,2457,2457,2562,2564,2635,2638,2643,2718,2713,2713,2864,3026,3267,3503,4127,5229,8064,9700
2,17,101,2,71,3,5,75,142,147,151,162,241,236,624,1102,2835,1636,0
3,97,9,77,6,6,148,230,383,254,255,322,544,955,1029,1736,1636,0,0
4,261,113,175,250,676,690,832,558,693,692,809,1214,1484,3271,2735,0,0,0
5,6868,7020,6884,6809,6380,6219,5920,5899,5893,5889,5543,4675,3758,1273,0,0,0,0
1,3205,3205,3407,3489,3569,3618,3620,3705,3654,3654,3824,3998,4260,4510,5248,7167,8200,8200
2,39,195,83,81,48,1,85,31,82,170,174,262,250,738,1919,1033,0,0
3,161,8,81,2,10,108,190,330,422,335,418,660,1044,1747,678,0,0,0
4,625,386,254,402,431,511,699,777,678,761,1032,1685,2119,1205,355,0,0,0
5,4170,4406,4375,4226,4142,3962,3606,3357,3364,3280,2752,1595,527,0,0,0,0,0
1,3944,3944,4309,4336,4363,4367,4364,4461,4443,4443,4581,4722,5005,5306,6100,8406,12200,13000
2,64,360,36,29,1,12,114,25,39,138,141,283,301,794,2306,3794,800,0
3,333,19,91,92,101,110,136,374,374,275,397,662,1644,2488,3393,800,0,0
4,929,294,175,261,401,620,792,821,819,914,2450,3096,3946,4312,1201,0,0,0
5,7730,8383,8389,8282,8134,7891,7594,7319,7325,7230,5431,4237,2104,100,0,0,0,0
1,3121,3121,3353,3374,3392,3464,3475,3493,3487,3489,3596,3760,4014,4423,5134,6390,8735,10355
2,104,150,20,15,69,7,18,86,94,107,164,254,409,711,1256,2345,1620,0
3,74,90,17,9,10,31,198,430,291,282,378,829,1083,1495,1401,1620,0,0
4,366,158,139,235,405,782,932,842,978,1002,1214,1743,1558,3726,2564,0,0,0
5,6690,6836,6826,6722,6479,6071,5732,5504,5505,5475,5003,3769,3291,0,0,0,0,0
1,2291,2291,2399,2462,2476,2497,2513,2525,2523,2523,2603,2705,2885,3201,4031,5733,6873,6873
2,25,103,63,13,5,11,12,88,90,80,106,196,328,830,1702,1140,0,0
3,106,15,18,6,16,64,142,282,226,236,322,577,1265,1449,1140,0,0,0
4,276,186,117,196,340,535,818,830,873,758,1201,1822,1912,1393,0,0,0,0
5,4175,4278,4276,4196,4036,3766,3388,3148,3161,3276,2641,1573,483,0,0,0,0,0
1,4340,4340,4791,4947,4964,4965,5107,5111,5244,5244,5395,5825,6402,6585,8992,11122,11122,11122
2,300,445,156,11,0,154,12,159,22,151,430,577,183,2407,2130,0,0,0
3,294,152,7,6,9,9,452,884,1160,1031,1316,1866,3117,2130,0,0,0,0
4,783,328,460,463,897,1462,2317,2342,2070,1856,2277,2854,1420,0,0,0,0,0
5,5405,5857,5708,5695,5252,4532,3234,2626,2626,2840,1704,0,0,0,0,0,0,0
1,4139,4139,4354,4442,4508,4531,4572,4626,4605,4605,4748,4917,5215,5300,5300,5300,5300,5300
2,111,206,88,65,23,41,54,66,87,143,169,298,85,0,0,0,0,0
3,178,62,35,1,7,193,386,482,347,291,366,85,0,0,0,0,0,0
4,459,231,284,492,618,535,288,126,261,261,17,0,0,0,0,0,0,0
5,413,662,539,300,144,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4016,4016,4383,4389,4394,4510,4512,4518,4512,4512,4646,4780,5048,5408,6685,10205,14157,14157
2,136,253,6,4,115,3,7,9,15,134,134,268,360,1277,3520,3952,0,0
3,134,123,2,1,3,122,133,379,401,282,390,1288,2209,2703,3952,0,0,0
4,1401,244,247,368,497,628,987,1200,1176,1408,2213,5506,5735,4769,0,0,0,0
5,8470,9521,9519,9395,9148,8894,8518,8051,8053,7821,6774,2315,805,0,0,0,0,0
1,1637,1637,1749,1762,1773,1779,1795,1845,1847,1847,1887,2018,2264,2563,2984,3861,4485,4485
2,27,110,13,4,0,14,50,26,24,40,131,246,299,421,877,624,0,0
3,96,4,3,7,43,53,182,338,277,261,369,468,988,877,624,0,0,0
4,253,110,143,249,404,634,714,615,675,605,934,1129,817,624,0,0,0,0
5,2472,2624,2577,2463,2265,2005,1744,1661,1662,1732,1164,624,117,0,0,0,0,0
1,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2370,2370,2491,2529,2608,2611,2609,2610,2601,2599,2649,2723,2839,2914,3266,3777,5060,5580
2,87,112,41,62,9,7,15,47,49,52,74,116,75,352,511,1283,520,0
3,86,45,41,41,15,24,73,113,118,112,136,294,585,510,923,452,0,0
4,202,129,124,88,268,562,660,449,439,439,647,774,1059,1375,880,68,0,0
5,2835,2924,2883,2860,2680,2376,2223,2361,2373,2378,2074,1673,1022,429,0,0,0,0
1,3192,3192,3465,3537,3544,3552,3622,3686,3651,3651,3747,3957,4220,4485,5274,6072,8190,8190
2,33,269,78,21,16,80,74,72,102,96,210,263,265,789,798,2118,0,0
3,241,10,19,6,84,102,189,359,407,413,454,769,1241,820,2118,0,0,0
4,1057,415,289,402,509,597,807,693,630,841,1252,1242,2092,2096,0,0,0,0
5,3667,4304,4339,4224,4037,3859,3498,3380,3400,3189,2527,1959,372,0,0,0,0,0
1,1867,1867,1970,2003,2021,2038,2063,2064,2027,2027,2062,2129,2210,2305,2577,2880,3374,3450
2,42,102,32,15,12,34,4,1,38,35,67,81,95,272,303,494,76,0
3,88,5,12,8,39,26,83,137,104,107,101,217,349,341,456,76,0,0
4,136,95,89,137,184,227,255,214,247,303,423,567,530,532,114,0,0,0
5,1317,1381,1347,1287,1194,1125,1045,1034,1034,978,797,456,266,0,0,0,0,0
1,3442,3442,3736,3749,3843,3848,3941,4145,4229,4229,4464,4588,4910,5250,6583,9752,10640,10640
2,125,184,14,104,20,102,212,221,133,235,124,322,340,1333,3169,888,0,0
3,66,114,102,2,4,137,302,398,437,335,554,793,2163,2487,888,0,0,0
4,562,275,164,385,771,919,1132,1319,1284,1029,1904,2989,3227,1570,0,0,0,0
5,6445,6625,6624,6400,6002,5634,5053,4557,4557,4812,3594,1948,0,0,0,0,0,0
1,2718,2718,2806,2883,3082,3103,3071,3046,2953,2953,2982,3023,3129,3342,3580,4040,4700,4700
2,108,68,58,56,47,122,56,27,86,29,41,106,213,211,460,660,0,0
3,18,55,19,143,74,72,136,119,51,101,91,112,275,311,88,0,0,0
4,235,84,164,468,685,933,935,398,300,216,500,833,511,770,572,0,0,0
5,1621,1775,1653,1150,812,470,502,1110,1310,1401,1086,626,572,66,0,0,0,0
1,2337,2337,2514,2527,2622,2677,2719,2737,2690,2669,2737,2885,3057,3207,3658,5280,6204,6204
2,55,166,17,82,19,22,41,90,117,103,162,180,158,451,1622,924,0,0
3,151,20,65,24,47,149,268,321,238,249,264,402,819,1237,77,0,0,0
4,256,117,136,372,470,555,504,420,523,630,864,1430,1323,1001,847,0,0,0
5,3405,3564,3472,3199,3046,2801,2672,2636,2636,2553,2177,1307,847,308,0,0,0,0
1,2594,2594,2799,2861,2873,2936,2953,3012,3038,3038,3117,3231,3441,3626,4061,4570,6132,7268
2,84,188,59,11,54,13,62,73,45,79,114,210,185,435,509,1562,1136,0
3,165,73,19,10,24,101,121,291,309,275,357,488,589,509,1207,1136,0,0
4,343,176,169,262,367,537,715,522,486,539,556,783,1207,2698,1491,0,0,0
5,4082,4237,4222,4124,3950,3681,3417,3370,3390,3337,3124,2556,1846,0,0,0,0,0
1,3277,3277,3500,3520,3554,3665,3684,3700,3692,3692,3794,3909,4285,4644,5474,6537,9952,11424
2,29,138,16,17,84,15,20,97,102,102,115,376,359,830,1063,3415,1472,0
3,125,92,16,20,35,23,221,417,325,324,489,759,1463,1216,2955,1472,0,0
4,365,134,131,235,462,1111,1235,1209,1269,1119,1643,1762,2544,3815,1932,0,0,0
5,7628,7783,7761,7632,7289,6610,6264,6001,6036,6187,5383,4618,2773,919,0,0,0,0
1,2966,2966,3075,3100,3172,3216,3247,3266,3244,3242,3304,3366,3471,3653,3921,4211,4773,6789
2,36,70,31,61,21,46,42,67,80,65,65,116,190,268,290,562,2016,0
3,96,64,52,18,37,64,104,199,133,143,228,383,333,264,384,1722,0,0
4,314,187,130,377,550,563,510,358,408,482,494,461,534,1553,2194,294,0,0
5,3377,3502,3501,3233,3009,2900,2886,2899,2924,2857,2698,2463,2261,1051,0,0,0,0
1,2709,2709,2915,2924,2984,2983,2986,2993,2979,2979,3054,3148,3317,3506,4254,5793,7047,7392
2,40,195,17,71,8,13,15,64,72,75,94,169,189,748,1539,1254,345,0
3,172,20,56,6,16,93,168,248,191,188,249,417,1561,1152,378,279,0,0
4,277,182,149,228,478,564,726,731,729,553,1382,2080,897,1248,1221,66,0,0
5,4194,4286,4255,4163,3906,3739,3497,3356,3421,3597,2613,1578,1428,738,0,0,0,0
1,3452,3452,3504,3566,3706,3686,3644,3595,3485,3500,3500,3520,3600,3680,3880,4100,4100,4100
2,7,26,98,78,0,58,69,65,125,0,20,80,80,200,220,0,0,0
3,251,56,38,98,50,72,147,145,30,140,120,120,240,40,0,0,0,0
4,210,186,160,198,344,284,240,295,460,180,460,380,180,180,0,0,0,0
5,180,380,300,160,0,0,0,0,0,280,0,0,0,0,0,0,0,0
1,3810,3810,4187,4093,4093,4093,4093,4093,3999,3999,4093,4187,4375,4936,5312,6252,10764,10764
2,98,377,0,94,0,0,0,0,94,94,94,188,561,376,940,4512,0,0
3,279,0,0,0,94,94,187,281,188,188,375,749,658,1034,4420,0,0,0
4,937,655,469,282,467,561,562,656,749,843,938,1222,4606,4418,92,0,0,0
5,5640,5922,6108,6295,6110,6016,5922,5734,5734,5640,5264,4418,564,0,0,0,0,0
1,2628,2622,2741,2772,2901,2964,2936,2920,2814,2766,2789,2854,2929,3069,3536,4591,6152,7128
2,62,120,36,95,20,26,85,122,153,104,98,77,142,467,1055,1561,976,0
3,153,48,69,44,68,95,159,273,144,168,184,373,1105,699,613,392,0,0
4,526,276,267,298,441,602,565,461,630,519,1023,1212,954,1563,1852,584,0,0
5,3759,4062,4015,3919,3698,3441,3383,3352,3387,3571,3034,2612,1998,1330,72,0,0,0
1,2298,2298,2382,2435,2436,2436,2438,2450,2448,2448,2505,2571,2759,3022,3550,4553,5896,5896
2,23,82,53,1,0,2,12,51,53,57,66,188,263,528,1003,1343,0,0
3,62,3,1,1,10,71,127,262,139,135,257,575,863,996,1343,0,0,0
4,187,119,125,131,251,421,526,454,577,694,935,1295,2011,1350,0,0,0,0
5,3326,3394,3335,3328,3199,2966,2793,2679,2679,2562,2133,1267,0,0,0,0,0,0
1,3716,3716,3974,4136,4220,4220,4230,4261,4250,4250,4303,4358,4435,4578,4600,4600,4600,4600
2,263,258,163,86,1,10,31,21,32,53,55,77,143,22,0,0,0,0
3,169,106,28,10,21,33,54,87,120,99,121,165,22,0,0,0,0,0
4,408,269,208,148,149,161,186,231,198,198,121,0,0,0,0,0,0,0
5,44,251,227,220,209,176,99,0,0,0,0,0,0,0,0,0,0,0
1,2407,2407,2618,2628,2690,2693,2699,2780,2774,2774,2867,2959,3067,3297,4056,5045,6594,7614
2,114,209,17,74,8,6,81,7,13,93,92,108,230,759,989,1549,1020,0
3,105,7,68,3,11,84,95,332,259,185,192,557,1222,992,1398,1020,0,0
4,309,192,107,197,726,1082,1107,904,851,647,1209,1434,1433,1969,1171,0,0,0
5,4679,4799,4804,4712,4179,3749,3632,3591,3717,3915,3254,2556,1662,597,0,0,0,0
1,2783,2781,2924,2940,3028,3129,3213,3260,3249,3249,3392,3484,3674,4174,4744,5740,5800,5800
2,50,109,16,80,13,64,48,72,83,143,92,190,500,570,996,60,0,0
3,93,48,76,8,114,91,169,246,206,166,224,772,876,876,60,0,0,0
4,391,195,132,301,640,702,740,688,728,864,1222,1234,750,180,0,0,0,0
5,2483,2667,2652,2471,2005,1814,1630,1534,1534,1378,870,120,0,0,0,0,0,0
1,2773,2773,2877,3032,3162,3232,3242,3256,3210,3210,3244,3285,3247,3248,3286,3400,3400,3400
2,201,104,134,63,46,10,14,4,50,34,41,97,55,38,95,0,0,0
3,81,74,37,69,49,72,120,129,129,145,110,18,84,19,19,0,0,0
4,345,231,144,228,136,82,24,11,11,11,5,0,14,95,0,0,0,0
5,0,218,208,8,7,4,0,0,0,0,0,0,0,0,0,0,0,0
1,2664,2664,2790,2855,2950,3026,3042,3081,3064,3064,3172,3373,3487,3576,3752,4100,4100,4100
2,90,103,60,41,6,21,47,69,80,108,201,114,89,176,348,0,0,0
3,30,32,29,54,79,45,92,194,311,301,171,305,315,222,0,0,0,0
4,224,147,136,226,217,302,467,512,377,277,493,308,209,126,0,0,0,0
5,1092,1154,1085,924,848,706,452,244,268,350,63,0,0,0,0,0,0,0
1,2944,2944,3195,3320,3383,3424,3438,3430,3389,3389,3402,3419,3465,3512,3603,3939,4500,4500
2,127,247,96,72,48,49,31,24,46,13,17,46,47,91,336,561,0,0
3,163,4,46,13,31,59,252,186,64,97,86,93,188,251,459,0,0,0
4,378,200,155,200,672,825,726,716,508,134,207,364,443,646,102,0,0,0
5,888,1105,1008,895,366,143,53,144,493,867,788,578,357,0,0,0,0,0
1,3671,3671,3817,3839,3860,3880,3900,3900,3900,3900,3900,3900,3900,3900,3900,3900,3900,3900
2,94,144,22,21,10,20,0,0,0,0,0,0,0,0,0,0,0,0
3,85,32,21,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
4,50,53,40,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3139,3139,3442,3456,3592,3606,3747,3765,3772,3772,4065,4632,5866,6367,7345,9982,12284,12284
2,30,301,14,7,8,141,18,150,143,293,567,1234,501,978,2637,2302,0,0
3,284,9,6,129,7,19,432,1131,1397,1247,1271,890,1567,2051,2302,0,0,0
4,453,163,291,462,942,1649,3097,2317,1682,1461,1646,3896,4350,2888,0,0,0,0
5,8378,8672,8531,8230,7735,6869,4990,4921,5290,5511,4735,1632,0,0,0,0,0,0
1,2683,2680,2867,2905,2929,2940,2947,2988,2958,2953,2961,3001,3058,3085,3178,4004,5000,5000
2,87,188,37,15,7,3,42,40,75,29,61,82,42,93,820,996,0,0
3,129,13,14,14,34,71,131,153,126,176,167,124,261,786,249,0,0,0
4,379,258,259,323,396,411,365,283,231,176,293,1233,1166,1036,753,0,0,0
5,1722,1861,1823,1743,1634,1575,1515,1536,1610,1666,1518,560,473,0,0,0,0,0
1,2750,2750,2892,3000,3110,3154,3231,3339,3251,3239,3294,3348,3495,3702,4065,5139,5265,5265
2,106,129,105,70,11,53,74,45,119,76,63,147,207,363,762,126,0,0
3,120,71,29,82,98,75,124,216,167,186,213,324,694,762,312,0,0,0
4,342,202,240,526,753,784,619,531,589,571,857,1425,869,438,126,0,0,0
5,1947,2113,1999,1587,1293,1199,1217,1134,1139,1193,838,21,0,0,0,0,0,0
1,2670,2670,2870,2906,2955,2974,3013,3092,3068,3068,3127,3222,3390,3498,3899,4518,6849,7326
2,86,198,59,65,12,36,83,35,57,59,95,174,114,401,619,2331,477,0
3,156,37,22,7,35,162,301,338,196,194,221,276,507,619,764,477,0,0
4,531,263,277,442,612,587,464,429,455,349,400,900,976,2596,2044,0,0,0
5,3883,4158,4098,3906,3712,3567,3465,3432,3550,3656,3483,2754,2339,212,0,0,0,0
1,2854,2854,2988,3022,3118,3203,3209,3256,3225,3219,3322,3427,3602,3726,3983,4349,5324,6860
