,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
3,2053,2139,2132,2084,1997,1854,1720,1698,1708,1692,1584,1296,936,0,0,0,0,0
1,0,0,120,130,145,197,201,209,207,207,258,316,502,680,1086,1609,3312,4048
2,264,189,80,135,280,554,722,844,828,759,1105,1427,2161,2909,2962,2439,736,0
3,3784,3859,3848,3783,3623,3297,3125,2995,3013,3082,2685,2305,1385,459,0,0,0,0
1,0,0,56,70,105,117,133,145,139,139,170,201,250,336,464,602,877,1885
2,217,154,105,216,291,347,335,314,305,332,375,456,508,1024,1421,1283,1008,0
3,1668,1731,1724,1599,1489,1421,1417,1426,1441,1414,1340,1228,1127,525,0,0,0,0
1,0,0,105,111,140,141,145,150,144,144,180,224,307,405,782,1550,2183,2358
2,245,198,108,149,249,335,452,520,491,400,853,1335,1330,1584,1576,808,175,0
3,2113,2160,2145,2098,1969,1882,1761,1688,1723,1814,1325,799,721,369,0,0,0,0
1,6,6,29,60,130,120,99,77,21,27,27,37,77,117,217,327,327,327
2,231,131,148,187,197,207,228,250,306,160,300,290,250,210,110,0,0,0
3,90,190,150,80,0,0,0,0,0,140,0,0,0,0,0,0,0,0
1,0,0,189,142,142,142,142,142,95,95,142,189,283,562,750,1220,3476,3476
2,656,515,234,188,279,326,373,467,514,561,702,1078,2911,2914,2726,2256,0,0
3,2820,2961,3053,3146,3055,3008,2961,2867,2867,2820,2632,2209,282,0,0,0,0,0
1,37,34,94,109,176,210,198,195,146,121,131,166,203,274,509,1039,1823,2313
2,375,229,195,226,268,357,398,419,451,392,661,837,1111,1373,1768,1274,490,0
3,1901,2050,2024,1978,1869,1746,1717,1699,1716,1800,1521,1310,999,666,36,0,0,0
1,0,0,40,66,66,66,67,72,72,72,100,132,223,354,618,1126,1809,1809
2,131,98,88,64,127,242,327,379,379,438,624,1032,1586,1455,1191,683,0,0
3,1678,1711,1681,1679,1616,1501,1415,1358,1358,1299,1085,645,0,0,0,0,0,0
1,0,0,131,207,246,246,251,267,261,261,289,319,361,439,451,451,451,451
2,427,318,198,124,91,109,146,184,190,190,162,132,90,12,0,0,0,0
3,24,133,122,120,114,96,54,0,0,0,0,0,0,0,0,0,0,0
1,0,0,109,114,145,146,148,188,186,186,230,277,327,440,826,1327,2110,2624
2,262,207,96,137,378,597,652,628,563,459,752,1058,1454,1881,1798,1297,514,0
3,2362,2417,2419,2373,2101,1881,1824,1808,1875,1979,1642,1289,843,303,0,0,0,0
1,1,0,73,82,127,180,241,271,261,261,335,383,478,728,1012,1511,1541,1541
2,280,181,117,202,405,454,485,503,513,591,771,1098,1063,813,529,30,0,0
3,1260,1360,1351,1257,1009,907,815,767,767,689,435,60,0,0,0,0,0,0
1,0,0,56,140,202,231,236,245,224,224,243,264,243,244,264,324,324,324
2,324,214,164,176,115,89,88,79,100,100,81,60,81,80,60,0,0,0
3,0,110,104,8,7,4,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,65,96,141,175,181,198,187,187,238,341,396,438,524,698,698,698
2,169,138,105,152,150,183,291,378,377,337,430,357,302,260,174,0,0,0
3,529,560,528,450,407,340,226,122,134,174,30,0,0,0,0,0,0,0
1,0,0,122,180,212,235,241,233,215,215,224,237,257,278,321,495,759,759
2,323,218,140,139,373,462,492,457,303,118,152,250,334,481,438,264,0,0
3,436,541,497,440,174,62,26,69,241,426,383,272,168,0,0,0,0,0
1,0,0,70,80,90,100,110,110,110,110,110,110,110,110,110,110,110,110
2,110,110,40,30,20,10,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,153,160,229,235,304,314,318,318,466,752,1375,1631,2123,3442,4593,4593
2,391,240,158,302,489,919,1792,1817,1627,1519,1756,3025,3218,2962,2470,1151,0,0
3,4202,4353,4282,4131,3875,3439,2497,2462,2648,2756,2371,816,0,0,0,0,0,0
1,4,2,101,117,124,132,139,163,153,149,148,167,194,208,253,672,1186,1186
2,311,240,151,176,230,246,270,236,210,192,268,739,753,978,933,514,0,0
3,871,944,934,893,832,808,777,787,823,845,770,280,239,0,0,0,0,0
1,0,0,71,124,178,194,233,292,245,237,261,285,361,467,650,1177,1237,1237
2,268,195,182,342,432,451,413,400,445,421,576,942,876,770,587,60,0,0
3,969,1042,984,771,627,592,591,545,547,579,400,10,0,0,0,0,0,0
1,0,0,106,124,149,156,172,213,206,206,238,284,365,424,630,952,2113,2356
2,402,264,185,263,335,394,429,407,355,303,363,695,815,1824,1726,1404,243,0
3,1954,2092,2065,1969,1872,1806,1755,1736,1795,1847,1755,1377,1176,108,0,0,0,0
1,0,0,68,87,136,181,182,207,193,190,245,299,386,448,581,772,1262,2030
2,264,154,130,212,335,473,605,609,583,488,465,435,492,1093,1449,1258,768,0
3,1766,1876,1832,1731,1559,1376,1243,1214,1254,1352,1320,1296,1152,489,0,0,0,0
1,0,0,131,147,180,196,196,235,194,194,259,345,489,610,892,1537,2594,2594
2,310,248,133,172,230,326,449,570,611,646,865,1229,1523,1984,1702,1057,0,0
3,2284,2346,2330,2275,2184,2072,1949,1789,1789,1754,1470,1020,582,0,0,0,0,0
1,4,4,51,72,87,92,98,106,99,97,113,137,175,211,334,524,916,1416
2,192,107,85,119,155,206,246,208,213,197,290,416,401,767,1082,892,500,0
3,1220,1305,1280,1225,1174,1118,1072,1102,1104,1122,1013,863,840,438,0,0,0,0
1,2,0,130,131,156,145,168,179,91,91,91,113,137,161,255,654,1389,1389
2,415,320,117,143,184,311,494,483,396,176,242,368,505,1101,1134,735,0,0
3,972,1069,1142,1115,1049,933,727,727,902,1122,1056,908,747,127,0,0,0,0
1,0,0,52,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76
2,76,76,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,168,168,177,229,229,234,285,285,290,402,514,682,1314,2000,2378,2378
2,305,234,122,122,225,387,703,861,810,810,1248,1770,1864,1696,1064,378,0,0
3,2073,2144,2088,2088,1976,1762,1446,1283,1283,1283,840,206,0,0,0,0,0,0
1,0,0,49,68,84,92,118,144,160,161,243,360,453,533,709,861,861,861
2,161,107,75,104,164,289,471,533,517,580,618,501,408,328,152,0,0,0
3,700,754,737,689,613,480,272,184,184,120,0,0,0,0,0,0,0,0
1,0,0,228,227,235,242,313,318,314,314,437,510,722,996,2028,3083,5199,5654
2,694,414,183,309,485,742,1060,1183,1187,1253,1795,2513,3177,4658,3626,2571,455,0
3,4960,5240,5243,5118,4934,4670,4281,4153,4153,4087,3422,2631,1755,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,124,195,285,391,473,510,515,515,637,718,612,530,530,652,748,748
2,252,276,245,377,463,357,275,238,233,233,111,30,136,218,218,96,0,0
3,496,472,379,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,96,156,207,278,333,366,381,363,428,513,675,808,1047,1601,2331,2331
2,383,257,193,232,489,528,514,527,512,577,781,1023,1426,1523,1284,730,0,0
3,1948,2074,2042,1943,1635,1525,1484,1438,1438,1391,1122,795,230,0,0,0,0,0
1,0,0,197,210,268,277,293,369,357,357,481,602,781,968,1661,2010,2010,2010
2,395,273,136,252,379,601,775,824,841,1058,1382,1408,1229,1042,349,0,0,0
3,1615,1737,1677,1548,1363,1132,942,817,812,595,147,0,0,0,0,0,0,0
1,2,2,66,93,148,245,263,204,152,148,160,177,197,232,324,627,993,1269
2,210,139,113,371,388,407,353,347,359,229,244,301,486,758,1050,777,411,135
3,1192,1263,1225,940,868,752,788,853,893,1027,1000,926,721,414,30,0,0,0
1,60,60,105,192,288,262,243,175,61,12,6,3,23,45,121,263,483,1275
2,491,358,317,283,260,514,526,506,444,251,191,216,262,438,869,1012,792,0
3,724,857,853,800,727,499,506,594,770,1012,1078,1056,990,792,285,0,0,0
